"","conceptId","term"
"4406",133991000119109,"Fluency disorder as sequela of cerebrovascular disease (disorder)"
"4407",135811000119107,"Lewy body dementia with behavioral disturbance (disorder)"
"4408",140621000119106,"Memory disorder co-occurrent and due to organic brain damage (disorder)"
"4409",141991000119109,"Delusions in Alzheimer's disease (disorder)"
"4410",142001000119106,"Depressed mood in Alzheimer's disease (disorder)"
"4411",142011000119109,"Alzheimer's disease co-occurrent with delirium (disorder)"
"4412",142811000119104,"Dementia due to Alzheimer's disease (disorder)"
"4413",145101000119102,"Intravenous cocaine abuse (disorder)"
"4414",145121000119106,"Intravenous nondependent opioid abuse (disorder)"
"4415",145151000119103,"Secondary organic encopresis (finding)"
"4416",145161000119101,"Primary organic encopresis (finding)"
"4417",145841000119107,"Episodic harmful pattern of use of phencyclidine (disorder)"
"4418",153491000119103,"Drug dependence, continuous (disorder)"
"4419",153501000119105,"Drug dependence, episodic (disorder)"
"4420",196901000000106,"Mixed receptive-expressive language delay (disorder)"
"4421",198681000000106,"[X]Lewy body dementia (disorder)"
"4422",199441000000108,"[X]Cocktail party syndrome (disorder)"
"4423",204641000000107,"Episodic nondependent crack cocaine abuse (disorder)"
"4424",205351000000101,"[X]Alcohol withdrawal-induced seizure (disorder)"
"4425",235601000112100,"Metabolic dysfunction and alcohol associated liver disease (disorder)"
"4426",248231000000103,"Paruresis (disorder)"
"4427",270291000119109,"Identity disorder of childhood (disorder)"
"4428",276481000112102,"Mood disorder due to and following cerebrovascular accident (disorder)"
"4429",288031000119105,"Alcohol induced disorder co-occurrent and due to alcohol dependence (disorder)"
"4430",288271000119103,"Childhood onset fluency disorder (disorder)"
"4431",288281000119100,"Abuse of herbal medicine or folk remedy (disorder)"
"4432",288421000119100,"Hyposomnia co-occurrent and due to psychological disorder (disorder)"
"4433",288461000119105,"Psychosis caused by inhalant (disorder)"
"4434",288631000119104,"Vascular dementia with behavioral disturbance (disorder)"
"4435",288751000119101,"Reactive depressive psychosis, single episode (disorder)"
"4436",288851000119106,"Opioid-induced mood disorder due to opioid abuse (disorder)"
"4437",288861000119108,"Opioid-induced mood disorder due to opioid dependence (disorder)"
"4438",290791000119105,"Fluency disorder due to and following cerebrovascular accident (disorder)"
"4439",293671000119109,"Behavioral disturbance due to multi-infarct dementia (disorder)"
"4440",351861000000106,"Stranger anxiety (disorder)"
"4441",367141000119107,"Male erectile disorder due to corporovenous occlusion (disorder)"
"4442",367431000119107,"Erectile dysfunction co-occurrent and due to arterial insufficiency (disorder)"
"4443",367441000119103,"Erectile dysfunction following radical cystectomy (disorder)"
"4444",367451000119101,"Erectile dysfunction following radical prostatectomy (disorder)"
"4445",367471000119105,"Erectile dysfunction due to and following operation on urethra (disorder)"
"4446",369051000119101,"Erectile dysfunction following prostate brachytherapy (disorder)"
"4447",377161000000108,"Severe chronic fatigue syndrome (disorder)"
"4448",377171000000101,"Moderate chronic fatigue syndrome (disorder)"
"4449",377181000000104,"Mild chronic fatigue syndrome (disorder)"
"4450",387481000000102,"[X]Analeptics causing adverse effects in therapeutic use (disorder)"
"4451",389561000000102,"[X]Sexual maturation disorder (disorder)"
"4452",389611000000100,"[X]Mental and behavioural disorders due to use of opioids: unspecified mental and behavioural disorder (disorder)"
"4453",389651000000101,"[X]Mental and behavioural disorders due to use of opioids: amnesic syndrome (disorder)"
"4454",389941000000109,"[X]Disorder of sexual preference, unspecified (disorder)"
"4455",390941000000103,"[X]Mental and behavioural disorders due to use of alcohol: acute intoxication (disorder)"
"4456",390951000000100,"[X]Mental and behavioural disorders due to use of sedatives or hypnotics: psychotic disorder (disorder)"
"4457",391031000000101,"[X]Mental and behavioural disorders due to use of other stimulants, including caffeine: residual and late onset psychotic disorder (disorder)"
"4458",391041000000105,"[X]Mental and behavioural disorders due to use of other stimulants, including caffeine: other mental and behavioural disorders (disorder)"
"4459",392761000000100,"[X]Paraldehyde causing adverse effects in therapeutic use (disorder)"
"4460",394331000000102,"[X]Central nervous system stimulants causing adverse effects in therapeutic use, not elsewhere classified (disorder)"
"4461",396621000000103,"[X]Mental and behavioural disorders due to use of tobacco: other mental and behavioural disorders (disorder)"
"4462",396871000000103,"[X]Multiple disorders of sexual preference (disorder)"
"4463",396881000000101,"[X]Specific developmental disorders of scholastic skills (disorder)"
"4464",397191000000105,"[X]Predominantly compulsive acts [obsessional rituals] (disorder)"
"4465",397701000000102,"[X]Severe depressive episode without psychotic symptoms (disorder)"
"4466",397711000000100,"[X]Severe depressive episode with psychotic symptoms (disorder)"
"4467",397791000000109,"[X]Dementia in other specified diseases classified elsewhere (disorder)"
"4468",398301000000100,"[X]Other mental retardation with the statement of no, or minimal, impairment of behaviour (disorder)"
"4469",398391000000107,"[X]Other neurotic disorders (disorder)"
"4470",398681000000103,"[X]Mental and behavioural disorders due to use of other stimulants, including caffeine: psychotic disorder (disorder)"
"4471",399361000000108,"[X]Mental and behavioural disorders due to use of opioids: harmful use (disorder)"
"4472",399641000000103,"[X]Mental and behavioural disorders due to use of alcohol: dependence syndrome (disorder)"
"4473",399651000000100,"[X]Separation anxiety disorder of childhood (disorder)"
"4474",399671000000109,"[X]Unspecified disorder of adult personality and behaviour (disorder)"
"4475",400331000000100,"[X]Mental and behavioural disorders due to use of volatile solvents: residual and late-onset psychotic disorder (disorder)"
"4476",400571000000105,"[X]Other sexual dysfunction, not caused by organic disorder or disease (disorder)"
"4477",400641000000100,"[X]Mental and behavioural disorders due to use of cannabinoids: withdrawal state with delirium (disorder)"
"4478",400681000000108,"[X]Unspecified mental retardation with the statement of no, or minimal, impairment of behaviour (disorder)"
"4479",400711000000107,"[X]Mental and behavioural disorders due to use of volatile solvents (disorder)"
"4480",400831000000105,"[X]Chronic motor or vocal tic disorder (disorder)"
"4481",400841000000101,"[X]Mental and behavioural disorders due to use of other stimulants, including caffeine (disorder)"
"4482",401001000000101,"[X]Personality and behavioural disorders due to brain disease, damage and dysfunction (disorder)"
"4483",401011000000104,"[X]Mental and behavioural disorders due to use of sedatives or hypnotics: acute intoxication (disorder)"
"4484",401201000000109,"[X]Other mental retardation (disorder)"
"4485",401211000000106,"[X] Single episode major depression without psychotic symptoms (disorder)"
"4486",401671000000103,"[X]Unspecified nonorganic psychosis (disorder)"
"4487",401681000000101,"[X]Mania with psychotic symptoms (disorder)"
"4488",402361000000109,"[X]Mild mental and behavioural disorders associated with the puerperium, not elsewhere classified (disorder)"
"4489",402441000000102,"[X]Recurrent depressive disorder, current episode severe without psychotic symptoms (disorder)"
"4490",402771000000101,"[X]Delirium superimposed on dementia (disorder)"
"4491",402911000000108,"[X]Obsessive-compulsive disorder, unspecified (disorder)"
"4492",402941000000109,"[X]Neurotic, stress-related and somatoform disorders (disorder)"
"4493",402951000000107,"[X]Other phobic anxiety disorders (disorder)"
"4494",402961000000105,"[X]Other disorders of adult personality and behaviour (disorder)"
"4495",408601000000100,"[X]Psychosexual development disorder, unspecified (disorder)"
"4496",408691000000107,"[X]Mental and behavioural disorders due to use of cocaine: amnesic syndrome (disorder)"
"4497",408701000000107,"[X]Mental and behavioural disorders due to use of tobacco: residual and late-onset psychotic disorder (disorder)"
"4498",409271000000102,"[X]Predominantly obsessional thoughts or ruminations (disorder)"
"4499",409851000000107,"[X]Mental and behavioural disorders due to use of sedatives or hypnotics: withdrawal state with delirium (disorder)"
"4500",409861000000105,"[X]Mental and behavioural disorders due to use of hallucinogens: amnesic syndrome (disorder)"
"4501",409921000000107,"[X]Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (disorder)"
"4502",410101000000107,"[X]Mental and behavioural disorders due to use of other stimulants, including caffeine: dependence syndrome (disorder)"
"4503",410321000000100,"[X]Other specific personality disorders (disorder)"
"4504",410331000000103,"[X]Unspecified mental retardation (disorder)"
"4505",410341000000107,"[X]Other schizoaffective disorders (disorder)"
"4506",410441000000101,"[X]Moderate retardation, other behaviour impairment (disorder)"
"4507",410451000000103,"[X]Mental and behavioural disorders due to psychoactive substance use (disorder)"
"4508",410721000000104,"[X]Other eating disorders (disorder)"
"4509",411451000000107,"[X]Mental and behavioural disorders due to use of opioids: acute intoxication (disorder)"
"4510",411461000000105,"[X]Mental and behavioural disorders due to use of tobacco: withdrawal state (disorder)"
"4511",411471000000103,"[X]Mental and behavioural disorders due to use of sedatives or hypnotics: dependence syndrome (disorder)"
"4512",411681000000104,"[X]Other mixed disorders of conduct and emotions (disorder)"
"4513",411941000000102,"[X]Other organic personality and behavioural disorders due to brain disease, damage and dysfunction (disorder)"
"4514",412071000000102,"[X]Childhood disorder of social functioning, unspecified (disorder)"
"4515",412311000000105,"[X]Gender identity disorders (disorder)"
"4516",412321000000104,"[X]Gender identity disorder, unspecified (disorder)"
"4517",412571000000107,"[X]Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances: unspecified mental and behavioural disorder (disorder)"
"4518",412631000000106,"[X]Other vascular dementia (disorder)"
"4519",412681000000105,"[X]Mental and behavioural disorders due to use of volatile solvents: amnesic syndrome (disorder)"
"4520",412921000000100,"[X]Mixed dissociative [conversion] disorders (disorder)"
"4521",412931000000103,"[X]Moderate mental retardation, significant impairment of behaviour requiring attention or treatment (disorder)"
"4522",412961000000108,"[X]Mental and behavioural disorders due to use of cocaine: unspecified mental and behavioural disorder (disorder)"
"4523",412971000000101,"[X]Mental and behavioural disorders due to use of alcohol: unspecified mental and behavioural disorder (disorder)"
"4524",413181000000107,"[X]Mental and behavioural disorders due to use of other stimulants, including caffeine: acute intoxication (disorder)"
"4525",413281000000101,"[X]Vascular dementia, unspecified (disorder)"
"4526",413711000000104,"[X]Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances: psychotic disorder (disorder)"
"4527",413721000000105,"[X]Eating disorders (disorder)"
"4528",413901000000104,"[X]Mental and behavioural disorders due to use of tobacco: psychotic disorder (disorder)"
"4529",413951000000103,"[X]Mental and behavioural disorders due to use of sedatives or hypnotics: other mental and behavioural disorders (disorder)"
"4530",414351000000102,"[X]Dementia in Creutzfeldt-Jakob disease (disorder)"
"4531",414361000000104,"[X]Dementia in Huntington's disease (disorder)"
"4532",414421000000104,"[X]Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances: residual and late-onset psychotic (disorder)"
"4533",414741000000101,"[X]Severe mental retardation, other impairments of behaviour (disorder)"
"4534",414751000000103,"[X]Delirium, unspecified (disorder)"
"4535",415001000000102,"[X]Mixed obsessional thoughts and acts (disorder)"
"4536",415011000000100,"[X]Other reactions to severe stress (disorder)"
"4537",415021000000106,"[X]Childhood emotional disorder, unspecified (disorder)"
"4538",415051000000101,"[X]Other depressive episodes (disorder)"
"4539",416331000000101,"[X]Mental and behavioural disorders due to use of sedatives or hypnotics: withdrawal state (disorder)"
"4540",416621000000108,"[X]Panic disorder [episodic paroxysmal anxiety] (disorder)"
